अकड़	اڪڙ
दह्शत	دھشت
दह्शत	دهشت
दह्शत्गर्द	دهشتگرد
दाइम	دائم
दाइमी	دائمي
दाइमी	داٰئمي
दाइरो	دائرو
दाई	دائي
दाउ	دا۽
दाउ	داء
दाख़िल	داخل
दाख़िल	داصل
दाख़ुल	داخل
दाख़ुला	داخلا
दाख़्ला	داخلا
दाख़्लात	داخلات
दाग़	داغ
दाग़ु	داغ
दाग़्^उ	داغ
दाॻ	داڳ
दाॻु	داڳ
दाण	داڻ
दाणो	داڻو
दाता	داتا
दाद्लो	دادلو
दान	دان
दानाउ	داناء
दानी	داني
दान्वीर	دانوير
दार	دار
दारूं	دارون
दारोग़ो	داروغو
दाल	دال
दालि	دال
दावत	دعاوت
दावत	دعوت
दावा	داوا
दावा	دعوا
दावा	دعوي
दावेदार	دعويدار
दास	داس
दासु	داس
दांह	دانه
दांहं	دانهن
दिक्शा	دڪشا
दिमाग़	دماغ
दिमाग़ी	دماغي
दिमाग़ु	دماغ
दिल	دل
दिल	ڀرائي
दिलासो	دلاسو
दिलि	دل
दिली	دلي
दिलेर	دلير
दिलेरी	دليري
दिल्कश	دلڪش
दिल्गीर	دلگير
दिल्चस्प	دلچسپ
दिल्चस्पी	دلچسپي
दिल्दार	دلدار
दिल्बर	دلبر
दिल्मनु	دلمن
दिल्सोज़	دلسوز
दिव्य	دوي
दीदी	ديدي
दीदो	ديدو
दीबाचो	ديباچو
दीवानो	ديوانو
दीवारि	ديوار
दीवांगी	ديونگي
दुआ	دعا
दुकान	دڪان
दुकानु	دڪان
दुकान्दार	دڪاندار
दुख	دک
दुख	ڏک
दुखदाई	دکدائي
दुखाइणु	دکائڻ
दुखी	دکي
दुखु	دک
दुख्दाइक	دکدائڪ
दुख्दाई	دکدائي
दुन	دن
दुनिया	دنيا
दुन्यवी	دنيوي
दुन्या	دنيا
दुम्ब्रो	دمبرو
दुरिस्त	درست
दुरी	دري
दुरुस्त	درست
दुरुस्ती	درستي
दुरुस्तु	درست
दुर्गती	درگتي
दुर्गम	درگم
दुर्घटना	درگھٽنا
दुर्घट्ना	درگھٽنا
दुर्दशा	دردشا
दुर्ॿल	دربل
दुर्ॿल्ता	درٻلتا
दुर्ॿोध	درٻوڌ
दुर्भाव	درڀاو
दुर्भाव्ना	درڀاونا
दुर्लभ	درلڀ
दुर्स्त	درست
दुर्स्ती	درستي
दुश्ट	بدمعاش
दुश्ट	دشٽ
दुश्टता	دشٽتا
दुश्टु	دشٽ
दुश्ट्ता	دشٽتا
दुश्मन	دشمن
दुश्मनी	دشمني
दुहिराइणु	دهرائڻ
दुहिलु	دھل
दुह्राउ	دهراء
दुह्रो	دھرو
दुह्लारी	دھلاري
दुंबो	دنبو
दूत	دوت
दूर	دور
दूरांदेश	دورانديش
दूरांदेश	دورنديش
दूरांदेशी	دورانديشي
दूरांदेशीअ	دورانديشيء
दूरी	دوري
दूरीअ	دوريء
दूरंदेश	دورانديش
दूर्दर्शकु	دوردرشڪ
दूर्दस्ती	دوردستي
दूर्बीन	دوربين
दूर्बीनी	دوربيني
दूस	دوس
दूसणु	دوسڻ
दूसे	دوسي
दूंहों	دونهون
दूंहों	دونھو
देॻड़ो	ديڳڙو
देर	دير
देरि	دير
देरो	ديرو
देव	ديو
देवल	ديول
देवी	ديوي
देव्ता	ديوتا
देव्ताई	ديوتائي
देश	ديش
देशद्रोहु	ديشدروه
देशु	ديش
देश्द्रोही	ديشدروه
देस	ديس
देसी	ديسي
देह	ديه
देहाती	ديهاتي
दोखे	دوکي
दोखेबाज़	دوکيباز
दोखो	دوکو
दोज़क्ख़ी	دوزخي
दोज़ख़	دوزخ
दोज़ख़ी	دوزخي
दोश	دوش
दोशु	دوش
दोस्त	دوست
दोस्ताणो	دوستاڻو
दोस्ती	دوستي
दोस्तु	دوست
दोस्त्पिणो	دوستپڻو
दोहिराइणु	دوهرائڻ
दोहो	دوھو
दोह्राइणु	دوهرائڻ
दौर	دور
दौरु	دور
दौरो	دور
दौलत	دولت
दौलत्मंद	دولتمند
दंगाई	دنگائي
दंगो	دنگو
द्ॿाइणु	دٻائڻ
द्यणु	ڏيڻ
द्रिश्टांट	درشٽانت
द्रिश्टी	درشٽي
द्रिश्टीकोणु	درشٽيڪوڻ
द्रिहड़ता	درهڙتا
द्वारां	دوارا
द्वारां	دواران
द्वार्पाल	دوارپال
धक	ڌڪ
धकाउ	ڌڪاء
धकाउ	ڌڪاءٌ
धकाउन	ڌڪاء
धकु	ڌڪ
धॻो	ڌاڳو
धड़क	ڌڙڪ
धड़कण	ڌڙڪڻ
धड़कणि	ڌڙڪڻ
धड़कणु	ڌڙڪڻ
धड़ु	ڌڙ
धणी	ڌڻي
धणीअ	ڌڻيء
धणु	ڌڻ
धधिको	ڌڌڪو
धध्को	ڌڌڪو
धनारु	ڌنار
धनी	ڌني
धनु	ڌن
धन्यवाद	ڌنيواد
धन्य्वाद	ڌنيواد
धन्वान	ڌنوان
धप	ڌپ
धमाकेदार	ڌماڪيدار
धमाको	ڌماڪو
धम्काइणु	ڌمڪائڻ
धम्काईंदड़	ڌمڪائيندڙ
धम्की	ڌمڪي
धम्कीअ	ڌمڪيء
धरम	ڌرم
धरमु	ڌرم
धरम्शाला	ڌرمشالا
धरम्हीणु	ڌرمهين
धरावत	ڌراوت
धर्घ्यल	ڌرگھيل
धर्णो	ڌرڻو
धर्ती	ڌرتي
धर्तीअ	ڌرتيء
धर्म	ڌرم
धर्मता	ڌرمتا
धर्माऊ	ڌرمائو
धर्मात्मा	ڌرماتما
धर्मी	ڌرمي
धर्म्क्रिया	ڌرمڪريا
धस्जणु	ڌسجڻ
धाइणु	ڌائڻ
धाको	ڌاڪو
धाॻो	ڌاڳو
धाड़ेल	ڌاڙيل
धाड़ो	ڌاڙو
धातू	ڌاتو
धातूअ	ڌاتوء
धार	ڌار
धार	ڌارا
धार	تيز
धारण	ڌارڻ
धारणु	ڌارڻ
धाराइणु	ڌارائڻ
धार्मिक	ڌارمڪ
धार्मिक्ता	ڌارمڪتا
धार्यो	ڌاريو
धिकणु	ڌڪڻ
धिकार	ڌڪار
धिकारणु	ڌڪارڻ
धिकारिणु	ڌڪارڻ
धिकारी	ڌڪاري
धिकारु	ڌڪار
धिको	ڌڪو
धियन	ڏيڻ
धीउ	ڌيء
धीरज	ڌيرج
धीरजु	ڌيرج
धीरज्वान	ڌيرجوان
धीरे	ڌيري
धीर्ज	ڌيرج
धुअणु	ڌئڻ
धुको	ڌڪو
धुॾणु	ڌڏڻ
धुॾंदड़	ڌڏندڙ
धुत	ڌت
धुतार	ڌتار
धुतारणु	ڌتارڻ
धुतारींदड़	ڌتاريندڙ
धुति	ڌت
धुतिर	ڌتر
धुन्धु	ڌنڌ
धुॿण	ڌٻڻ
धुॿणु	ڌٻڻ
धुरि	ڌر
धुंध	ڌنڏ
धुंधिल्को	ڌنڌلڪو
धुंधु	ڌنڌ
धुंध्लो	ڌنڌلو
धूक	ڌوڪ
धूकींदो	ڌوڪيندو
धूड़	ڌوڙ
धूड़यो	ڌوڙيو
धूणणु	ڌوڻڻ
धूम्धाम	ڌومڌام
धोअणु	ڌوئڻ
धोक्ड़ी	ڌوڪڙي
धोॾो	ڌوڏو
धोॿिणि	ڌوٻڻ
धोॿी	ڌوٻي
धंधेवारो	ڌنڌيوارو
धंधो	ڌندو
धंधो	ڌندڌو
धंधो	ڌنڌو
ध्तारणु	ڌتارڻ
ध्याणी	ڌياڻي
ध्यान	ڌيان
ध्यानु	ڌيان
ध्रू	ڌرو
न	ن
न	نا
नईं	نئين
नए	نئين
नएं	نئين
नओं	نئون
नओं	نٰئون
नक	نڪ
नकल	نقل
नकलु	نقل
नकाब	نقاب
नकाबु	نڪاب
नकाबु	نقاب
नकाम्याब	ناڪامياب
नकाश	نقاش
नकाशी	نقاشي
नकु	نڪ
नकुलु	نقل
नक्ली	نقلي
नक्श	نقش
नक्शो	نقشو
नक्श्बंदी	نقشبندي
नख़िरो	نخرو
नख़्रो	نازنخرو
नख़्रो	نخرو
नगर	نگر
नगरु	نگر
नचणु	نچڻ
नचंदो	نچندو
नज़र	نضر
नज़र	نطر
नज़र	نظر
नज़रियो	نظريو
नज़रंदाज़	نظرناداز
नज़र्दारी	نظرداري
नज़र्बंद	نظربند
नज़र्बंदी	نظربندي
नज़र्सानी	نظرساني
नज़ाकत	نزاڪت
नज़ाकत	نزاقت
नज़ारो	نظارو
नजूम	نجوم
नजूमी	نجومي
नज़्दीक	نذديڪ
नज़्दीक	نزديڪ
नज़्दीकी	نزديڪي
नज़्रानो	نذرانو
नज़्रानो	نظرانو
नटाइणु	نٽائڻ
नटाऊ	نٽائو
नट्खट	نٽکٽ
नड़ो	نڙو
नतीजे	نتيجي
नतीजो	نتيجو
नदी	ندي
नदीअ	نديء
नन्ढो	ننڍو
नपूंसक	نپونسڪ
नफ़स्परस्त	نفسپرست
नफ़स्परस्ती	نفسپرستي
नफ़ासत	نفاست
नफ़ो	نفعو
नफ़्रत	نفرت
नफ़्री	نفري
नफ़्सानी	نفساني
नबाल्ग़ी	نابالغي
नबी	نبي
नब्ज़	نبض
नम	نم
नमक	نمڪ
नमस्कार	نمسڪار
नमी	نمي
नमूनन	نمونن
नमूने	نموني
नमूनो	نمونو
नम्कीन	نمڪين
नम्बर	نمبر
नम्रता	نمرتا
नर	نر
नरम	نرم
नरमु	نرم
नरम्दिली	نرمدلي
नरु	نر
नर्की	نرڪي
नर्ॻ	نرڳ
नर्ॻु	نرڳ
नर्माइणु	نرمائڻ
नर्माई	نرمائي
नर्माईअ	نرمائيء
नर्मी	نرمي
नर्मीअ	نرميء
नर्सि	نرس
नर्हत्या	نرھتيا
नली	نلي
नलु	نل
नल्को	نلڪو
नवम्बर	نومبر
नवाज़	نواز
नवाज़ी	نوازي
नवाज़ीअ	نوازيء
नवाण	نواڻ
नवाब	نواب
नवीस	نويس
नवीसी	نويسي
नवेक्लो	نويڪلو
नवं	نو
नव्जीवन	نوجيون
नशई	نشئي
नशीन	نشين
नशीनी	نشيني
नशीली	نشيلي
नशीलो	نشيلو
नशे	نشي
नशेदार	نشيدار
नशेबु	نشيب
नशेली	نشيلي
नशो	نشو
नश्वर	نشور
नश्वर्ता	نشورتا
नस	نس
नसीब	نصيب
नसीबा	نصيبا
नसीबां	نصيبان
नसीबी	نصيبي
नसीबु	نصيب
नसीम	نسيم
नसीहत	نصيحت
नसुल	نسل
नसुली	نصلي
नस्लु	نسل
नस्सेब	نصيب
ना	نا
नाइब	نائب
नाउमीदी	نااميدي
नाउमीदीअ	نااميديء
नाक	ناڪ
नाकाबिल	ناقابل
नाकाबंदी	ناڪابندي
नाकाबंदी	ناقابندي
नाकाम	ناڪام
नाकाम्ब्याब	ناڪامياب
नाकाम्याब	ناڪامياب
नाकाम्याब	ناقامياب
नाकाम्याबी	ناڪاميابي
नाकार	ناڪار
नाकारी	ناڪاري
नाख़लफ़	ناخلف
नाख़ुश	ناخوش
नाचाक	ناچاڪ
नाचाक	ناچاق
नाचु	ناچ
नाज़	ناز
नाज़रूरी	ناضروري
नाजाइज़ी	ناجائزي
नाज़िक	نازڪ
नाज़ु	بازي
नाज़ुक	نازڪ
नाज़ुक्दिल	نازڪدل
नाटक	ناٽڪ
नाटकी	ناٽڪي
नाटकु	ناٽڪ
नाटक्शाला	ناٽڪشالا
नाट्काणो	ناٽڪاڻو
नाट्की	ناٽڪي
नाठी	ناٺي
नाड़	ناڙ
नाड़ो	ناڙو
नाणो	ناڻو
नाताल	ناتال
नाताली	ناتالي
नातो	ناتو
नातो	ناطو
नात्यार	ناتيار
नादुरुस्ती	نادرستي
नाना	نانا
नानी	ناني
नान्वाई	نانوائي
नापसंद	ناپساند
नापसंद	ناپسند
नापाक	ناپاڪ
नापाकी	ناپاڪي
नाबराबर	نابرابر
नाबालिग़	نابالغ
नाबीन	نابين
नाबूद	نابود
नाबूदी	نابودي
नाब्दान	نابدان
नाभ्~ईअ	ناڀيء
नाम	نام
नामन्ज़ूर	نامنظور
नामन्ज़ूरी	نامنظوري
नामर्द	نامرد
नामर्दु	نامرد
नामह्मान	نامهمان
नामी	نامي
नामुनासिब	نامناثب
नामुनासिब	نامناصب
नामुम्किन	ناممڪن
नामूस	ناموس
नामो	نامو
नामंज़ूर	نا
नामंज़ूर	نامنظور
नाम्यारो	ناميارو
नाम्वर	نامور
नायक	نايڪ
नायका	نايڪا
नाराज़	ناراض
नाराज़्गी	نارازگي
नाराज़्गी	ناراضگي
नाराज़्पो	ناراضپو
नारी	ناري
नारेल	ناريل
नारो	نعرو
नारंगी	نارنگي
नालाइक	نالائڪ
नालाइक	نالائق
नाली	نالي
नाले	نالي
नालेरो	ناليرو
नालो	نالو
नाशक	ناشڪ
नाशानाइतो	ناشانائتو
नाशुद्नी	ناشدني
नाश्तो	ناشتو
नास	ناس
नासाज़	ناساز
नासाज़ी	ناسازي
नासी	ناسي
नासु	ناس
नासु	ناص
नास्तिक	ناستڪ
नास्तिकी	ناستڪي
नास्तिक्ता	ناستڪتا
नास्पाती	ناسپاتي
नास्वंत	ناسونت
नाहक	ناحق
नाहकी	ناحقي
नाहकु	ناحق
नाहज़म	ناهضم
नांग	نانگ
नांगु	نانگ
नि	ن
निउड़त	نئڙت
निकमो	نڪمو
निकरणु	نڪرڻ
निकाहु	نقاه
निकितलु	نڪتل
निकिरणु	نڪرڻ
निक्तल	نڪتل
निक्रणु	نڪرڻ
निक्री	نڪري
निगहबान	نگهبان
निगहबानी	نگهباني
निगाह	نگاه
निगिरानी	نگراني
निग्रानी	نگراني
निचोड़णु	نچوڙڻ
निछ	نڇ
निजात	نجات
निज़ारेदार	نظاريدار
निज़ारो	نظارو
निजी	نجي
निजो	نجو
निॼाणा	نڄاڻا
निठर	نٺر
निठरु	نٺر
निड़ी	نڙي
नित्नेम	نتنيم
निदा	ندا
निदार	ندار
निदोरो	ندورو
निधणिको	نڌڻڪو
निधण्को	نڌڻڪو
निधर	نڌر
निन्ड	ننڊ
निपाइणु	نپائڻ
निपुटो	نپٽو
निपूड़णो	نپوڙڻو
निपूंसक	نپونسڪ
निपोड़णु	نپوڙڻ
निफ़ाक	نفاق
निफ़ाकु	نفاق
निबात	نبات
निबाताट	نباتات
निबातात	نباتات
निबेरो	نبيرو
निभॻो	نڀاڳو
निभाॻो	نڀاڳو
निमड़ता	نمڙتا
निमणु	نمڻ
निमाउ	نماء
निमाणाई	نماڻائي
निमाणो	نماڻو
निमु	نم
नियम	نيم
नियाज़्मंदीअ	نيازمنديء
नियाणी	نياڻي
नियात	نيات
नियापो	نياپو
नियंत्रण	نينترڻ
निराकार	نراڪار
निरालीअ	نراليء
निरालो	نرالو
निराशावाद	نراشاواد
निरास	نراس
निरासाई	نراسائي
निरासु	نراس
निरिड़ु	نرڙ
निरूपी	نروپي
निरो	نرو
निर्खिम्या	نرکميا
निर्जन	نرجن
निर्णायक	نرڻايڪ
निर्दई	نردئي
निर्देश	نرديش
निर्दोश	نردوش
निर्धन्ता	نرڌنتا
निर्पक्शता	نرپڪشتا
निर्पक्श्ता	نرپڪشتا
निर्भर	نرڀر
निर्मल	نرمل
निर्माण	نرماڻ
निर्माता	نرماتا
निर्लॼो	نرلڄو
निर्वार	نروار
निर्विरोध	نروروڌ
निर्विर्ती	نرورتي
निर्विवाद्ता	نرووادتا
निलो	نلو
निवाइणु	نوائڻ
निवालो	نوالو
निवासी	نواسي
निविर्ती	نورتي
निशान	نشان
निशानियूं	نشانيون
निशानी	نشاني
निशानीअ	نشانيء
निशानु	نشان
निशानेबाज़	نشانيباز
निशान्यूं	نشانيون
निशास्तो	نشاستو
निश्कपट	نشڪپٽ
निश्क्रिय	نشڪري
निश्क्र्य	نشڪري
निश्चल्ता	نشچلتا
निश्चो	نشچو
निश्पक्श	نشڪپٽ
निश्पक्श	نشپڪش
निश्पाप	نشپاپ
निश्फल	نشڦل
निसतो	نستو
निसारी	نساري
निसूरो	نسورو
निसंकोच	نسنڪوچ
निस्तेज	نستيج
निस्बत	نسبت
निस्बत	نصبت
निस्बती	نسبتي
निस्वार्थी	نسوارٿي
निहठो	نهٺو
निहरो	نهرو
निहाद	نھاد
निहादी	نھادي
निहायत	نھايت
निहायत	نهايت
निहारणु	نهارڻ
निहाल	نھال
निंड	ننڊ
निंडाइतो	ننڊائتو
निंडाखिड़ो	ننڊاکرو
निंडाख्ड़ो	ننڊاکڙو
निंदणु	نندڻ
निंदा	نندا
निंदात्मक	ننداتمڪ
नीअत	نيئت
नीच	نيچ
नीचु	نيچ
नीच्ता	نيچتا
नीच्पाई	نيچپائي
नीज़ारी	نيزاري
नीज़ारी	نيظاري
नीज़ारीअ	نيزاريء
नीति	نيتي
नीती	نيتي
नीतीवादी	نيتيوادي
नीम	نيم
नीरस	نيرس
नीरस्ता	نيرستا
नीरु	نير
नीरो	نيرو
नील	نيل
नीलम	نيلم
नीलाम	نيلام
नील्मणी	نيلمڻي
नीस्ती	نيستي
नींगरु	نينگر
नींड	نينڊ
नुकिसान	نقصان
नुक्तचीनी	نقتچيني
नुक्तो	نڪتو
नुक्तो	نقطو
नुक्स	نقص
नुक्सान	نقصان
नुक्सानु	نقصان
नुक्सान्कार	نقسانڪار
नुक्सान्कार	نقصانڪار
नुख़्सु	نخص
नुमाइन्श	نمائش
नुमाइश	نمائش
नुमाइशी	نمائشي
नुमाउ	نماء
नुस्ख़ो	نسخو
नूस	نوس
नूसणु	نوسڻ
नेक	نيڪ
नेकाल	نيڪال
नेकाली	نيڪالي
नेकालु	نيڪال
नेकी	نيڪي
नेक्नाम	نيڪنام
नेक्नामी	نيڪنامي
नेठि	نيٺ
नेम	نيم
नेमाइतो	نيمائتو
नेमु	نيم
नेव्लो	نيولو
नेशु	نيش
नैमती	نعمتي
नोक	نوڪ
नोक्दार	نوڪدار
नोक्रीअ	نوڪريء
नोटु	نوٽ
नोड़ी	نوڙي
नोतो	نوتو
नोरीअड़ो	نوريئڙو
नोरु	نور
नौकर	نوڪر
नौकरु	نوڪر
नौकिरीअ	نوڪريء
नौक्री	نوڪري
नौक्रीअ	نوڪريء
नौक्र्याणी	نوڪراڻي
नौजवानु	نوجوان
नंगु	نانگ
नंगो	ننگو
नंडो	ننڊو
नंढन	ننڍن
नंढपिणु	ننڍپڻ
नंढा	ننڍا
नंढिड़ो	ننڊڙو
नंढी	ننڍي
नंढे	ننڍي
नंढो	ننڍو
नंढ्ड़ो	ننڍڙو
नंढ्पिणु	ننڍپڻ
नंढ्यूं	ننڍيون
नंहन	ننھن
नंहुं	ننهن
न्याउ	نياء
न्याणो	نياڻو
न्यात	نيات
न्यापो	نياپو
न्याय	نياي
न्यारो	نيارو
पक	پڪ
पकल	پڪل
पकलु	پڪل
पकिड़णु	پڪڙڻ
पकी	پڪي
पको	پڪو
पक्ड़णु	پڪڙڻ
पक्ड़ींदड़	پڪڙيندڙ
पक्ड़े	پڪڙي
पखिड़णु	پکڙڻ
पखिड़यल	پکڙيل
पखिड़िजी	پکڙجي
पखियुं	پکين
पखी	پکي
पखु	پک
पखेड़	پکيڙ
पखेड़णु	پکيڙڻ
पख्इयुन्या	پکين
पख्ड़णु	پکڙڻ
पख्ड़न्दड़	پکڙندڙ
पख्ड़यल	پکڙيل
पख्युन	پکين
पघर	پگھر
पघरु	پگھر
पघार	پگھار
पघिर्जणु	پگھرجڻ
पचणु	پچڻ
पचाइणु	پچائڻ
पचु	پچ
पचो	پچو
पचो	پڇو
पछाड़ी	پڇاڙي
पछाड़ीअ	پڇاڙيء
पछाड़ीअ	پچاڙيء
पछिमी	پڇمي
पछिमु	پڇم
पछ्ताइणु	پڇتائڻ
पछ्ताउ	پڇتاء
पट	پٽ
पटणु	پٽڻ
पटाटो	پٽاٽو
पटापटी	پٽاپٽي
पटांदड़	پٽاندڙ
पटिड़ो	پٽڙو
पटी	پٽي
पटु	پٽ
पटे	پٽي
पटेदार	پٽيدار
पटेवालो	پٽيوالو
पटो	پٽو
पड़डो	پڙدو
पड़ताल	پڙتال
पड़दे	پڙدي
पड़दो	پڙدو
पड़ह	پڙھ
पड़हण	پڙھڻ
पड़हण	پڙهڻ
पड़हणु	پڙهڻ
पड़हाइणु	پڙهائڻ
पड़हाई	پڙهائي
पड़हाणी	پڙهاڻي
पड़हियल	پڙهيل
पड़ही	پڙهي
पड़हंदड़	پڙھندڙ
पड़हंदड़	پڙهندڙ
पड़ह्यल	پڙهيل
पड़ाॾो	پڙاڏو
पड़ाव	پڙاو
पड़ी	پڙي
पड़ो	پڙو
पॾणु	پڏڻ
पॾाइणु	پڏائڻ
पणी	پاڻي
पतणु	پتڻ
पतिराई	پترائي
पतिलो	پتلو
पती	پتي
पतीअ	پتيء
पते	پتي
पतो	پتو
पतंगो	پتنگو
पत्नी	پتني
पत्र	پتر
पत्रकार	پترڪار
पत्रु	پتر
पत्रो	پترو
पथर	پٿر
पथरु	پٿر
पथ्री	پٿري
पदक	پدڪ
पदारथ	پدارٿ
पदार्थ	پدارٿ
पदार्थु	پدارٿ
पदु	پد
पद्यात्रा	پدياترا
पद्राई	پڌرائي
पद्वी	پدوي
पधर	پڌر
पधिरो	پڌرو
पध्ड़ो	پڌرو
पध्राई	پڌرائي
पध्रो	پڌرو
पन	پن
पननि	پنن
पनाह	پناھ
पनाह	پناه
पनीर	پنير
पनो	پتر
पनो	پنو
पन्चकी	پنچڪي
पन्चु	پنچ
पन्जो	پنجو
पन्द्रंह	پندرهن
पपेर	پيپر
पप्ड़ी	پپڙي
पम्पु	پمپ
पर	پر
परख	پرک
परणु	پرڻ
परतिमा	پرتما
परपुठ	پرپٺ
परपुठि	پرپٺ
परम	پرم
परमतिड़यो	پرمتڙيو
परमाणू	پرماڻو
परम्परा	پرمپرا
परवरिश	پرورش
पराओ	پرائو
पराक्रम	پراڪرم
परावर्तक	پراورتڪ
परिएं	پرئين
परिण्यल	پرڻيل
परिभाशिकी	پرڀاشڪ
परी	پري
परीख्या	پريکيا
परीवर्तन	پريورتن
परीवार	پريوار
परु	پر
परुप्कारी	پراپڪاري
परूड़	پروڙ
परे	پري
परे	پي
परेड	پريڊ
परेशान	پريشان
परेशानी	پريشاني
परेशानु	پريشان
पर्ख	پرک
पर्खणु	پرکڻ
पर्ख्यल	پرکيل
पर्ॻणो	پرڳڻو
पर्ॻिणन	پرڳڻن
पर्चाइणु	پرچائڻ
पर्चाउ	پرچاء
पर्चाणी	پرچاڻي
पर्चून	پرچون
पर्चो	پرچو
पर्जीवी	پرجيوي
पर्तु	پرت
पर्ते	پرتي
पर्देस	پرديس
पर्देसी	پرديسي
पर्दो	پردو
पर्द्सी	پرديسي
पर्बत	پربت
पर्ॿंध	پرٻنڌ
पर्माणे	پرماڻي
पर्मात्मा	پرماتما
पर्मार्थी	پرمارٿي
पर्यां	پيان
पर्लाउ	پرلاء
पर्लोक	پرلوڪ
पर्वरिश	پرورش
पर्वान्गी	پروانگي
पर्वाह	پرواه
पर्वाही	پرواسي
पर्हेज़	پرھيز
पर्हेज़्गार	پرهيزگار
पल	پل
पलट	پلٽ
पलट्वारु	پلٽوار
पलान्^	پلاڻ
पलालु	پلال
पलीत	پليت
पलीताई	پليتائي
पलु	پل
पलौ	پلء
पल्टाइणु	پلٽائڻ
पल्थी	پلٿي
पवण	پوڻ
पवणि	پوڻ
पवणु	پوڻ
पवनु	پون
पविट्र	پوتر
पवितर	پوتر
पवित्र	پوتر
पवित्रता	پوترتا
पवंदड़	پوندڙ
पव्तर	پوتر
पशम	پشم
पशम्दार	پشمدار
पशेमान	پشيمان
पशेमानी	پشيماني
पश्मी	پشمي
पसणु	پسڻ
पसन्द	پسند
पसा	پاسا
पसारणु	پسارڻ
पसारी	پساري
पसिगिर्दाई	پسگردائي
पसिर्जणु	پسرجڻ
पसीनो	پسينو
पसु	پس
पसुन	پسن
पसूं	پسون
पसूंअ	پسونء
पसंद	پسند
पसंदी	پسند
पसंदी	پسندي
पस्गिर्दाई	پسگردائي
पस्मंज़र	پسمنظر
पस्रो	پسرو
पहड़ी	پھاڙي
पहणु	پهڻ
पहल	پهل
पहल्वान	پهلوان
पहल्वानु	پهلوان
पहाको	پهاڪو
पहाड़ी	پھاڙي
पहाड़ी	پهاڙي
पहाड़ु	پهاڙ
पहिन्जाई	پنهنجائي
पहिरणु	پهرڻ
पहिरियों	پهريون
पहिरीं	پهرين
पहिरो	پهرو
पहिर्याईं	پهريائين
पहिर्यों	پھريون
पहिर्यों	پهريون
पहिलिवानी	پهلواني
पहिल्वान	پهلوان
पहिंजी	پھنجي
पहिंजी	پنهنجي
पहुच	پھڇ
पहुच	پھچ
पहुच	پهچ
पहुचणु	پھچڻ
पहुचणु	پهچڻ
पहुचाइणु	پھچائڻ
पहुचाइणु	پهچائڻ
पहुह्चणु	پھچڻ
पह्चाण	پهچاڻ
पह्रीं	پھرين
पह्रेदार	پهريدار
पह्रो	پهرو
पह्ल्वान	پھلوان
पाअरस	پارس
पाइणु	پائڻ
पाइणु	پڱئڻ
पाइदारी	پائداري
पाइबंदी	پائبندي
पाइमाल	پائمال
पाईप	پائيپ
पाईंदड़	پائيندڙ
पाक	پاڪ
पाकी	پاڪي
पाखंड	پاکنڊ
पाखंडी	پاکنڊي
पाखंडु	پاکنڊ
पाॻल	پاڳل
पाॻल्पणो	پاڳلپڻو
पाछी	پاڇي
पाछो	پاڇو
पाञारी	پاڃاري
पाटियो	پاٽيو
पाठ	پاٺ
पाठक	پاٺڪ
पाठयक्रम	پاٺيڪرم
पाठशाला	پاٺشالا
पाठु	پاٺ
पाड़	پاڙ
पाड़हण	پاڙهڻ
पाड़हणु	پاڙهڻ
पाड़ून	پاڙون
पाड़ूं	پاڙون
पाड़े	پاڙي
पाड़ेस्री	پاڙيسري
पाड़ो	پاڙو
पाण	پاڻ
पाण	جي
पाणही	پاڻهي
पाणी	پاڻي
पाणीअ	پاڻي
पाणीअ	پاڻيء
पाणु	پاڻ
पाणेही	پاڻيهي
पाणेही	پاڻيھي
पाण्याठ	پاڻياٺ
पाण्याठी	پاڻياٺي
पाण्याठो	پاڻياٺو
पाण्ही	پاڻھي
पातल	پاتل
पादिरियुन	پادرين
पाद्री	پادري
पाप	پاپ
पापी	پاپي
पापु	پاپ
पाबंद	پائبند
पाबंदीअ	پائبنديء
पायो	پايو
पार	پار
पारत	پارت
पारतो	پارتو
पारां	پاران
पारूथो	پاروٿو
पारो	پارو
पार्खू	پارکو
पार्दर्शक	پاردرشڪ
पार्दर्शक्ता	پاردرشڪتا
पार्सल	پارسل
पाल	پال
पालक	پالڪ
पालणु	پآلڻ
पालणु	پالڻ
पालिका	پالڪا
पालियलु	پاليل
पालिश	پالش
पालिश्दार	پالشدار
पाल्तू	پالتو
पाल्ना	پالنا
पाल्यल	پاليل
पास	پاس
पासा	پاسا
पासी	پاسي
पासीरो	پاسيرو
पासे	پاسي
पासो	پاسو
पास्ख़ात्री	پاسخاتري
पास्ख़ात्री	پاسخاطري
पास्ख़ात्रीअ	پاسخاطريء
पास्वर्ड	پاسورڊ
पिक	پڪ
पिक्चर	پڪچر
पिघरणु	پگھرڻ
पिघिरणु	پگھرڻ
पिच	پچ
पिच्किड़ो	پچڪڙو
पिछिड़यल	پڇڙيل
पिछ्ड़णु	پڇڙڻ
पिॼिरो	پڃرو
पिञिरो	پڃرو
पिट	پٽ
पिटणु	پٽڻ
पिट्यलु	پٽيل
पिड़ी	پڙي
पिणि	پڻ
पिणो	پڻو
पितल	پتل
पिता	پتا
पितापिणो	پتاپڻو
पितु	پت
पिन	پن
पिनणु	پنڻ
पिनत	پنت
पियणु	پيڻ
पियल	پيل
पियाक	پياڪ
पियाकु	پياڪ
पियार	پيار
पियारणु	پيارڻ
पियाला	پيالا
पिरायल	پرايل
