अकड़	اڪڙ
प्रेमिका	پريمڪا
प्रेम्	پريم
प्रेरक	پريرڪ
प्रेरणा	پريرڻا
प्रेरणु	پريرڻ
प्रेरित	پريرت
प्रेर्णा	پريرڻا
प्रोफ़ेसर	پروفيسر
प्र्योग्शाला	پريوگشالا
प्लेट	پليٽ
फ़कत	فقت
फ़कत	فقط
फ़कत	فَقَط
फकी	ڦڪي
फ़कीर	فقير
फ़ज़ीलत	فَزيِلَت
फ़ज़ीलत	فضيلت
फ़ज़ीलत	فَضيِلَت
फ़ज़ीलत्	فَزيِلَت
फ़ज़ीलत्	فضيلت
फ़जुर्	فجر
फ़ज़ूल	فضول
फट	ڦٽ
फटाको	ڦٽاڪو
फटु	ڦٽ
फटु	پٽ
फट्कनि	ڦٽڪن
फट्का	ڦٽڪا
फट्कार	ڦٽڪار
फट्कारणु	ڦٽڪارڻ
फट्कार्	ڦٽڪار
फट्को	ڦٽڪو
फड़्कणु	ڦڙڪڻ
फॾई	ڦڏئي
फणी	ڦڻي
फणु	ڦڻ
फ़तह	فتح
फ़तहयाब	فتحياب
फथिकणु	ڦٿڪڻ
फथ्फथ्यो	ڦٿڦَٿيو
फ़न	فن
फ़ना	فنا
फ़नु	فن
फ़नूस्	فانوس
फफूंड	ڦڦوند
फॿाइणु	ڦَٻائِڻُ
फॿाइणु	ڦٻائڻ
फ़रकु	فرق
फ़रामोश	فراموش
फ़रिश्तो	فرشتو
फरु	ڦر
फ़रेब	فريب
फ़रेबी	فريبي
फ़रेबु	فريب
फ़रेब्	فريب
फ़र्कु	فرق
फ़र्ज़	فرض
फ़र्ज़ी	فرضي
फ़र्ज़ी	فَرِضيِ
फ़र्ज़ु	فرض
फ़र्ज़ंदु	فرزند
फ़र्निचर	فرنيچر
फ़र्नीचर्	فرنيچر
फ़र्मानु	فرمان
फ़र्मान्	فرمان
फ़र्मान्दारी	فرمانداري
फ़र्मान्बर्दारी	فرمانبرداري
फ़र्यादी	فريادي
फ़र्श	فرش
फ़र्शी	فرشي
फ़र्शु	فَرشَ
फ़र्हत	فرحت
फ़र्हत	فرهت
फ़र्हती	فرهتي
फल	ڦل
फलणु	ڦلڻ
फ़लाणो	فلاڻو
फलु	ڦل
फ़साद	فساد
फ़सादी	فسادي
फ़सादु	فساد
फ़साद्	فساد
फ़सानो	فسانو
फ़सुलु	فصل
फ़सुल्	فصل
फह	ڦه
फ़हम	فهم
फ़हमु	فهم
फहिके	ڦهڪي
फहिको	ڦهڪو
फ़हिमीदो	فهميدو
फ़हिर्स्त	فھرست
फहिलाइणु	ڦهلائڻ
फहिलाउ	ڦهلاءُ
फहिलाउ	ڦهلاِءُ
फहिल्जणु	ڦھِلجڻ
फहिल्जणु	ڦهلجڻ
फहिल्जी	ڦھلجي
फहिल्जंदड़	ڦهلجندڙ
फहिल्यल	ڦهليل
फहिल्यलु	ڦھليل
फहिल्यलु	ڦهليل
फह्काइणु	ڦهڪائڻ
फह्काए	ڦهڪائي
फ़ह्मी	فهمي
फह्राइणु	ڦھرائڻ
फ़ह्रिस्त्	فھرست
फह्लाइणु	ڦهلائڻ
फह्लाउ	ڦهلاءُ
फ़ाइदे	فائدي
फ़ाइदेमंड	فائديمند
फ़ाइदेमंद	فائديمند
फ़ाइदेमंदी	فائديمندي
फ़ाइदेवारो	فائديوارو
फ़ाइदो	فائدو
फ़ाइदो	فَائِدو
फ़ाइल	فاعل
फ़ाईल	فائيل
फाक	ڦاڪ
फ़ाको	فاڪو
फाटक	ڦاٽڪ
फाटणु	ڦاٽڻ
फाटी	ڦاٽي
फाटु	ڦاٽ
फाटो	ڦاٽو
फाड़	ڦاڙَ
फाड़णु	ڦارڻ
फाड़णु	پاڙهڻ
फाड़ु	ڦاڙ
फाड़े	ڦاڙي
फाड़्	ڦاڙَ
फ़ानी	فاني
फ़ानी	فانيي
फारे	ڦاڙي
फ़ाल्टू	فالٽو
फ़ाल्तू	فالتو
फ़ाल्तू	فالتوُ
फ़ाल्सू	فالسو
फासणु	ڦاسَڻُ
फासाइणु	ڦاسائِڻ
फासाइणु	ڦاسائِڻُ
फासाइणु	ڦاسائڻ
फासी	ڦاسي
फासी	پورو
फासीअ	ڦاسيءَ
फ़ास्लो	فاصلو
फ़ाहिश	فاحش
फ़ाहिश	فاهش
फ़ाहिश्	فاحش
फिकत	ڦڪت
फ़िकर्मंद	فڪرمند
फिको	ڦڪو
फ़िज़ूल	فضول
फिटनु	ڦِٽَڻُ
फिटलु	ڦٽل
फिटाइणु	ڦٽائڻ
फिटो	ڦٽو
फिट्कार्	ڦٽڪار
फिॾो	ڦِڏو
फ़ितिरती	فطرتي
फ़िदा	فدا
फिफिड़	ڦڦڙ
फिफिड़ु	ڦڦڙ
फिफिड़ो	ڦڦڙو
फिरणु	ڦرڻ
फिरिणो	ڦرڻو
फिरियल	ڦريل
फिरी	ڦري
फ़िरोश्	فروش
फिरौती	ڦروتي
फिरंडड़ु	ڦرندڙ
फिरंदड़	فرندڙ
फिरंदड़ु	ڦرندڙ
फिरंदड़्	ڦرندڙ
फिरंदी	ڦرندي
फिर्की	ڦرڪي
फ़िर्को	فرقو
फिर्यल	ڦريل
फ़िलासाफ़ी	فلاسافي
फ़िल्म	فلم
फ़िहरिस्त	فهرست
फ़िह्रिस्त	فھرست
फ़ी	في
फीण	ڦيڻ
फीणि	ڦيڻ
फीणो	ڦيڻو
फीथ	ڦيٿ
फीथो	ڦيٿو
फ़ुट	فُتَ
फुटणु	ڦٽڻ
फुटी	ڦُٽيِ
फुटी	ڦٽي
फुट्कर	ڦٽڪر
फुड़	ڦڙ
फुड़ी	ڦڙي
फुड़ो	ڦڙو
फुड़्	ڦڙ
फुड़्टु	ڦڙت
फुड़्त	ڦڙت
फुड़्ताई	ڦڙتائي
फुड़्ती	ڦڙتي
फुड़्तीअ	ڦڙتيءَ
फुड़्तीलो	ڦڙتيلو
फुड़्तु	ڦرت
फुड़्त्	ڦڙت
फुफ्कार	ڦڦڪار
फुर	ڦر
फुर	ڦُرَ
फुरणु	ڦڙڻ
फुरणु	ڦرڻ
फुर्णो	ڦرڻو
फुर्तु	ڦُڙتُ
फुर्तु	ڦڙت
फुर्मार	ڦرمار
फ़ुर्सत	فرست
फ़ुर्सत्	فرصت
फुलगोबी	ڦلگوبي
फुलो	ڦلو
फुस्फुसाइणु	ڦسڦسائڻ
फुस्लाइणु	ڦسلائڻ
फुस्लाईंदड़	ڦسلائيندڙ
फुहार	ڦهار
फुंडणु	ڦنڊڻ
फुंडाइणु	ڦنڊائڻ
फुंड्यल	ڦنڊيل
फुंड्यलु	ڦنڊيل
फूक	ڦوڪ
फूकणु	ڦوڪڻ
फूक्णो	ڦوُڪڻو
फूद्नो	ڦودنو
फूलणु	ڦوُلڻ
फूल्दानु	ڦولدان
फूह	ڦوھ
फूहारो	ڦوهارو
फूंड	ڦوُنڊ
फूंड	ڦوندَ
फूंडिजणु	ڦوُنڊجڻ
फेटाड़ो	ڦيثاڙو
फेटारो	ڦيٽارو
फेड़	ڦيڙ
फेणि	ڦيڻ
फेफो	ڦيڦو
फेर	ڦير
फेरणु	ڦيرڻ
फेराइणु	ڦيرائڻ
फेराए	ڦيرائي
फेरी	ڦيري
फेरीअ	ڦيريءَ
फेरु	ڦير
फेरे	ڦيري
फेरो	ڦيرو
फेरो	ڦيروآ
फ़ेरोज़ी	فروزي
फेर्घेरि	ڦيرگھير
फेर्फार	ڦيرڦار
फ़ेल्सूफ़	فيلسوف
फ़ेल्सूफ़ीअ	فيلسوفيءَ
फ़ेस्लो	فيصلو
फ़ैन्सी	فَئِنسيِ
फैलाउ	ڦَيلاءٌ
फ़ैशन्	فَيشن
फ़ैसलो	فيصلو
फ़ैस्ले	فيصلي
फ़ैस्लो	فيصلو
फोॻु	ڦوڳ
फोटि	ڦوٽِ
फ़ोटो	فوٽو
फोटो	ڦوٽو
फ़ोटो	ڦوٽو
फोड़ू	ڦوڙو
फोफींडो	ڦوڦينڊو
फोरी	ڦوري
फोरू	ڦورو
फोरू	ڦوروُ
फ़ोर्मूला	فارمولا
फोल्हणु	ڦولهڻ
फ़ौज	فوج
फ़ौज	فَوج
फ़ौजी	فوجي
फ़ौजी	فوجيِ
फ़ौजी	فَوجي
फ़ौज्दारी	فوجداري
फ़ौरन्	فَورن
फ़ौलादु	فولاد
फंदो	ڦندو
ब	ب
ब	بَ
बक	بڪ
बकणु	بڪڻ
बकाया	بقايا
बकि	بڪ
बकियो	بڪيو
बक्बक	بڪبڪ
बक्बकियो	بڪبڪيو
बक्बक्यो	بڪبڪيو
बक्यो	بڪيو
बक्वासी	بڪواسي
बक्वास्	بڪواس
बक्शणु	بڪشڻ
बक्शीश	بخشيش
बख़ूबी	بخوبي
बखेड़ाई	بکيڙائي
बख़्मल	بخمل
बख़्शणु	بخشڻ
बख़्शीश	بخشيش
बग़ल	بغل
बग़ल	بَغَل
बग़ावत	بغاوت
बग़ावत्	بغاوت
बघड़ु	بگھڙ
बघेड़ु	بگھيڙ
बचणु	بچڻ
बचत	بچت
बचति	بچت
बचाइणु	بچائڻ
बचाईंदड़	بچائيندڙ
बचाईंदड़ु	بچائيندڙ
बचाउ	بچاء
बचाउ	بچاءُ
बचाए	بچائي
बच्यल	بچيل
बच्यलु	بچيل
बच्यल्	بچيل
बजाइ	بجاءِ
बज़ार	بزار
बजि	بج
बजिरु	بجر
बज्री	بجري
बञणु	ڀڃڻ
बटणु	بٽڻ
बठी	بَٺيِ
बठी	بٺي
बड़	بڙ
बड़्बड़ाइणु	بڙبڙائڻ
बड़्बड़्	بڙبڙ
बड़्बड़्यो	بڙبڙيو
बणाइणु	بڻائڻ
बणाइणु	بنڻائِڻُ
बणाउ	بڻاءُ
बणिजणु	بڻجڻ
बती	بتي
बती	بَتيِ
बतीअ	بتيءَ
बद	بد
बदक	بدڪ
बदन	بدن
बदन	بدَنَ
बदन्	بدن
बदल	بدل
बदल	بَدَلِ
बदसर्	بداثر
बदिल्जणु	بدلجڻ
बदिल्जंदड़	بدلجندڙ
बदिंत्ज़ामी	بدانتظامي
बद्कार	بدڪار
बद्कारी	بدڪاري
बद्किस्मत	بدقسمت
बद्ख़्वाह	بدخواه
बद्ख़्वाही	بدخواهي
बद्चाल	بدچال
बद्ज़ेबाई	بدزيبائي
बद्ज़ेबो	بدزيبو
बद्तमीज़	بدتميز
बद्तमीज़ी	بدتميزي
बद्तमीज़्	بدتميز
बद्तर	بدتر
बद्तरीन	بدترين
बद्नसीब	بدنصيب
बद्नाम	بدنام
बद्नामी	بدنامي
बद्नामीअ	بدناميءَ
बद्नामीअ	بدناميءءَ
बद्नामूसी	بدناموسي
बद्नाम्	بدنام
बद्नी	بدني
बद्नी	بَدِنيِ
बद्न्यती	بدنيتي
बद्बूइ	بدبوءِ
बद्बूदार	بدبودار
बद्बोइओदार्	بدبوُئِدار
बद्माश	بدمعاش
बद्माश	دشٽ
बद्माशी	بدمعاشي
बद्माश्	بدماش
बद्माश्	بَدماش
बद्मिज़ाज	بدمزاج
बद्मिज़ाज	مزاج
बद्रां	بدران
बद्लाइण	بدلائڻ
बद्लाइणु	بدلائڻ
बद्लाउ	بدلاءُ
बद्ली	بدلي
बद्लो	بدلو
बद्शिकिल	بدشڪل
बद्सूरत	بدسورت
बद्सूरत	بدصورت
बद्सूर्ती	بدصورتي
बद्स्वण	بدسوڻ
बनाम	بنام
बनावट	بناوٽ
बनावटी	بناوٽي
बनावत	بناوت
बनावत	بَناوَت
बनावती	بناوتي
बनावत्	بناوت
बनु	بن
बन्दु	بند
बन्दूक	بندوق
बन्दोबस्त	بندوبست
बन्दोबस्तु	بندوبست
बयाणु	بيان
बयान	بيان
बयान	بَيان
बयानी	بياني
बयानु	بيان
बयान्	بيان
बयाबानु	بيابان
बयाबान्	بيابان
बराबर	برابر
बराबर	برابَر
बराबरी	برابري
बराबरी	بَرابَريِ
बराबर्	برابر
बर्कत	برڪت
बर्ख	برک
बर्ख	ڀرک
बर्ख़ास्तिगी	برخاصتگي
बर्ख़िलाफ़	برخلاف
बर्ख़िलाफ़ी	برخلافي
बर्ख़िलाफ़्	برخلاف
बर्ख़्वास्त	برخواست
बर्ख़्वास्ती	برخواستي
बर्ग़्लाइणु	برغلائڻ
बर्छी	برڇي
बर्जुस्तो	برجستو
बर्जुस्तो	بُرجُستو
बर्तन	برتن
बर्दाश्त	برداشت
बर्दाश्ति	برداشت
बर्पा	برپا
बर्पा	بُنِياد
बर्फ़	برف
बर्फ़ानी	برفاني
बर्फ़ी	بَرفيِ
बर्फ़ीलो	برفيلو
बर्बाद	برباد
बर्बादी	بربادي
बर्बादीअ	برباديءَ
बर्बाद्	برباد
बर्सात	برسات
बर्सात	بَرسات
बर्साती	برساتي
बला	بلا
बलात्कार	بلاتڪار
बल्ग़म	بلغم
बल्वो	بلوو
बवासीर	بواسير
बवंडरु	بونڊر
बवंडरु	ڀونڊر
बशर्तेक	بشرطيڪ
बस	بَسِ
बसर	بصر
बसि	بس
बस्ती	بستي
बस्ती	بَستيِ
बहर	بحر
बहस	بحس
बहसु	بحس
बहादुर	بھادر
बहादुर	بهادر
बहादुरी	بھادري
बहादुरी	بهادري
बहादुरीअ	بهادريءَ
बहादुर्	بھادر
बहाने	بهاني
बहानेबाज़	بهانيباز
बहानो	بھانو
बहानो	بهانو
बहानो	بَهانو
बहार्	بھار
बहाल	بحال
बहाली	بحالي
बहितरी	بهتري
बहितर्	بھتر
बहिरे	بحري
बहिश्कार	بهَشِڪار
बहिस	بحث
बहिसु	بحث
बहिस्	بحث
बहुरूप्दर्शी	بھوروپدرشي
बह्तर्	بھتر
बह्त्रीन	بھترين
बाइज़त्	باعزت
बाकाइएदे	باقائدي
बाकाइदे	باقاعدي
बाकाइदे	باقائدي
बाकाइद्गी	باقاعدگي
बाकी	باقي
बाकी	باقيِ
बाकीदार्	باقيدار
बाक्	باق
बाक्यात	باَقيات
बाग़	باغ
बाग़ी	باغي
बाग़ीचा	باغيچا
बाग़ु	باغ
बाघी	باغي
बाज़	باز
बाज़	بعض
बाज़ि	باز
बाज़ी	بازي
बाज़ीअ	بازيءَ
बाज़ीगर	بازيگر
बाज़ीगरी	بازيگري
बाज़ीग्री	بازيِگري
बाज़ु	باز
बाज़े	بعضي
बाजो	باجو
बातर्तीब	باترتيب
बादल्	بادل
बादामी	بادامي
बादिशाहत्	بادشاھت
बादी	بادي
बाद्बान	بادبان
बाद्शाह	بادشاه
बाद्शाहत्	بادشاھت
बाद्शाहत्	بادشاهَت
बाद्शाही	بادشاهي
बाद्शाह्	بادشاه
बानी	باني
बाबत	بابت
बाबति	بابت
बाबत्	بابت
बाबे	بابي
बार	بار
बारीक	باريڪ
बारीकी	باريڪي
बारीकीअ	باريڪيءَ
बारीक्बीनी	باريڪبيني
बारु	بار
बारूत	باروت
बारे	باري
बार्	بار
बालिग़्	بالغ
बाल्	بال
बाल्टी	بالٽي
बासणु	باسڻ
बासणु	بسڻ
बासींदड़्	باسيندڙ
बाह	باه
बाहि	باھ
बाहि	باه
बांको	بانڪو
बांदर	باندر
बांदरु	باندر
बांस	بانس
बांसवारो	بانسوارو
बांसी	بانسي
बांसी	بانسيِ
बांसु	بانس
बांस्री	بانسري
बि	ب
बि	بِ
बिखारी	بکاري
बिगाड़णु	بگاڙڻ
बिगाड़णु	بگارڻ
बिगाड़िणु	بگاڙڻ
बिगिड़णु	بگڙڻ
बिगिड़णु	بگاڙڻ
बिगिड़्यल	بگڙيل
बिग्ड़ण	بگڙڻ
बिग्ड़णु	بگڙڻ
बिग्ड़ियल	بگڙيل
बिग्ड़ियल्	بگڙيل
बिग्ड़्यल	بگڙيل
बिघ्ड़्यल	بگڙيل
बिजिली	بجلي
बिज्ली	بجلي
बिज्लीअ	بجليءَ
बिज्लीमाप्	بِجِليِماپ
बिद्ड़ी	بدڙي
बिन	بنِ
बिन	بنا
बिनह	بنه
बिना	بنا
बिना	بِنا
बियान	بيان
बिराद्री	برادري
बिलाशक	بلاشڪ
बिलो	بلو
बिलोर	بلور
बिल्कुल	بلڪل
बिल्कुल	بِلڪُل
बिल्कुल्	بلڪل
बिस्त्रो	بِسِتِرو
बिहारणु	بهارڻ
बिहुश्तु	بِهُشت
बिंद्रो	بندرو
बीठलाई	بيٺلائي
बीठलु	بيٺل
बीनी	بيني
बीमार	بيمار
बीमारी	بيماري
बीमारी	بيِماريِ
बीमारीअ	بيماريءَ
बीमारीअ	بيِماريِءَ
बीमार्	بيمار
बीहक	بيهڪ
बीहणु	بيهڻ
बीह्जणु	بيهجڻ
बीह्जी	بيهجي
बुकी	بڪي
बुख	بک
बुखमरी	بکمري
बुखायल	بکايل
बुखायलु	بُکايل
बुखायल्	بکايل
बुख़ार	بخار
बुख़ारु	بخار
बुख्यो	بکيو
बुछां	بڇان
बुछिड़ाई	بڇڙائي
बुछिड़ो	بڇڙو
बुज़ुर्गु	بزرگ
बुज्को	بجڪو
बुज़्दिल	بزدل
बुज़्दिली	بزدلي
बुज़्दिल्	بزدل
बुणाइतो	بڻائتو
बुतु	بت
बुदी	بدي
बुनियाद	برپا
बुनियाद	بنياد
बुनियादी	بنيادي
बुनियाद्	بنياد
बुन्याद	بنياد
बुन्यादी	بنيادي
बुन्याद्	بنياد
बुराई	برائي
बुरी	بري
बुरुश	برش
बुरो	برو
बुर्को	برقعو
बुर्जु	برج
बुलंदी	بلندي
बुलंदी	بُلَنديِ
बुलंदु	بلند
बुल्बुल	بلبل
बुल्बुला	بلبلا
बुशर्टि	بشرٽ
बुश्कूं	بشڪون
बुहिरो	بهرو
बुंडु	بنڊ
बूइ	بوءِ
बूट	بوٽ
बूटु	بوٽ
बूसो	بوسو
बूंद्	بوند
बे	بي
बेअकुल	بيعقل
बेअकुली	بيعقلي
बेइज़ती	بيعزتي
बेइज़्ती	بيعزتي
बेऐबु	بيعيب
बेकाइदे	باقاعِديِ
बेकाइद्गी	بيقاعدگي
बेकाबू	بيقابو
बेकार	بيڪار
बेकार	بيقار
बेकारी	بيڪاري
बेकार्	بيڪار
बेख़बर	بيخبر
बेख़बरीअ	بيخبريءَ
बेख़बर्दार	بيخبردار
बेख़ब्री	بيخبري
बेख़ब्रीअ	بيخبريءَ
बेख़ियालो	بيخيالو
बेख़ुद	بيخد
बेख़्यालो	بيخيالو
बेगम	بيگم
बेघर	بيگھر
बेचयो	بيچيو
बेचैन	بيچين
बेचैनी	بيچيني
बेचैन्	بيچَين
बेजवाब्दार	بيجوابدار
बेजा	بيجا
बेजाइ	بيجاءِ
बेजान	بيجان
बेजान्	بيجان
बेज़ाब्ते	بيظابتي
बेज़ार	بيزار
बेज़ार्	بيزار
बेजाहिद	بيجاحد
बेजिंस	بيجنس
बेज़े	بيضي
बेज़ो	بيضو
बेजोश	بيجوش
बेज़्वी	بيضوي
बेडपो	بيڊپو
बेडौल	بيڊول
बेडौलो	بيدؤلو
बेडौलो	بيڊولو
बेढनंगो	بيڊنگو
बेढंगो	بيڍنگو
बेढ्~अड़क	بيڌڙڪ
बेतक्लुफ़	بيتقلف
बेतरे	بيتَري
बेतर्तीब	بيترتيب
बेतर्फ़्दार	بيطرفدار
बेतर्फ़्दारी	بيترفداري
बेतर्फ़्दारी	بيطرفداري
बेताज	بيتاج
बेतालुकी	بيتعلقي
बेतालो	بيتالو
बेतुको	بيتڪو
बेदर्द	بيدرد
बेदाग़	بيداغ
बेदाग़्	بيداغ
बेदाणो	بيداڻو
बेदार	بيدار
बेदिली	بيدلي
बेदिलीअ	بيدليءَ
बेदिल्यो	بيدليو
बेदीनो	بيدينو
बेदो	بيدو
बेद्ख़ल	بيدخل
बेनज़ीर्	بينظير
बेपर्वाह	بيپرواه
बेपर्वाही	بيپرواهي
बेपर्वाही	بيپرواھي
बेपहुच	بيپهچ
बेफ़ाइदो	بيفائدو
बेफ़ैस्ले	بيفيصلي
बेबुनियाद	بيبنياد
बेमक्सद	بيمقصد
बेमज़े	بيمزي
बेमज़े	بيمَزي
बेमज़े	مزي
बेमत्लब	بيمطلب
बेमाना	بيمعني
बेमिसाल	بيمثال
बेमिसिल	بيمثل
बेमुरवती	بيمروتي
बेमेल	بيميل
बेमौको	بيموقو
बेरहम	بيرحم
बेरहम	بيرهم
बेरहिमी	بيرحمي
बेरियाई	بيريائي
बेरियाईअ	بيريائيءَ
बेरूह	بيروح
बेरोक	بيروڪ
बेरोज़्गार	بيروزگار
बेरोज़्गारी	بيروزگاري
बेरोज़्गार्	بيروزگار
बेलग़ाम	بيلغام
बेलग़ाम्	بيلغام
बेलिहाज़	بيلحاظ
बेवकूफ़	بيوقوف
बेवकूफ़	بيوَقوُف
बेवकूफ़ी	بيوقوفي
बेवकूफ़्	بيوقوف
बेवक्त	بيوقت
बेवक्ताइतो	بيوقتائتو
बेवक्तो	بيوقتو
बेवफ़ाई	بيوفائي
बेवस	بيوس
बेवसु	بيوس
बेवा	بيوا
बेवाज्बी	بيواجبي
बेवाहो	بيواهو
बेशऊर	بيشعور
बेशक	بيشڪ
बेशरम	بيشرم
बेशर्मी	بِشرمي
बेशानाइतो	بيشانائتو
बेशी	بيشي
बेशुकुर	بيشڪر
बेशुमार	بيشمار
बेसबब	بيسبب
बेसमरो	بيسمرو
बेसम्झ	بيسمجھ
बेसम्झ्	سمجھ
बेसलामत	بيسلامت
बेसवाद्	بيسواد
बेसवाद्	سَواد
बेसहारे	بيسھاري
बेसाङाहो	بيساڱاهو
बेसुधी	بيسوڌي
बेहद	بيحد
बेहदि	بيحد
बेहद्	بيحد
बेहयाई	بيهيئي
बेहिमथ	بيھمت
बेहिसाब	بيحساب
बेहूदो	بيهودو
बेहूदो	بيھودو
बेहूदो	بيھوُدو
बेहोश	بيهوش
बेहोशी	بيهوشي
बेह्तर	بهتر
बैट	بيٽ
बैठक	بيٺَڪَ
बैठक	بيٺڪ
बैठ्क	بَيٺڪ
बैतु	بيت
बैद	بعد
बैरो	بئرو
बैलु	بَيل
बोइ	بوءِ
बोजो	بوجو
बोतो	بوتو
बोराओ	بورائو
बोहीचणो	بوهيچڻو
बंद	بند
बंद	بَند
बंद	بَندِ
बंदगी	بندگي
बंदरु	بندر
बंदर्गाह	بندرگاه
बंदर्गाह्	بندرگاه
बंदश	بندش
बंदश्	بندش
बंदि	بند
बंदिश	بندش
बंदिश्	بندش
बंदी	بندي
बंदीघर्	بنديگھر
बंदु	بند
बंदु	بَندُ
बंदूक	بندوڪ
बंदूक	بندوق
बंदूक्ची	بندوقچي
बंदूक्बाज़ी	بندوقبازي
बंदोबस्त	بندوبست
बंदोबस्तु	بندوبست
बंदोबस्त्	بندوبست
बंद्	بند
ब्रहम	برم
ब्रहम्ग्यान	برمگيان
ब्रहम्ग्यानी	برمگياني
ब्रहम्चारी	برھمچاري
ब्रहम्विद्यावादी	برمودياوادي
ब्रह्मांडु	برهمانڊ
ब्राद्री	برادري
ब्राद्रीअ	برادريءَ
ब्राबर	برابر
ॿ	ٻ
ॿ	ٻَ
ॿ	ٻہ
ॿई	ٻَئي
ॿको	ٻڪو
ॿक्री	ٻڪري
ॿक्र्यूं	ٻڪريون
ॿघु	ٻگھ
ॿचा	ٻچا
ॿचो	ٻچو
ॿटाक	ٻٽاڪ
ॿटाकी	ٻٽاڪي
ॿटुओं	ٻٽُئون
ॿटूं	ٻٽون
ॿदलु	ٻدل
ॿधणु	ٻَڌَڻُ
ॿधणु	ٻڌڻ
ॿधल	ٻَڌَلُ
ॿधलु	ٻڌل
ॿधल्	ٻڌل
ॿधाइणु	ٻڌائڻ
ॿधाणी	ٻڌائڻ
ॿधी	ٻَڌيِ
ॿधी	ٻڌي
ॿधो	ٻڌو
ॿधंदड़्	ٻَڌَندَڙ
ॿधंदड़्	ٻَڌَنِدَڙُ
ॿधंदर्	ٻڌندر
ॿनी	ٻني
ॿनो	ٻَنو
ॿॿुलो	ٻَٻُلو
ॿयूं	ٻيون
ॿयो	ٻيو
ॿर	ٻَر
ॿरणु	ٻرڻ
ॿरंदड़	ٻرندڙ
ॿरंदड़ु	ٻرندڙ
ॿरंदड़्	ٻرندڙ
ॿलिदान	ٻلدان
ॿली	ٻلي
ॿलु	ٻل
ॿलु	ٻَلُ
ॿल्वान	ٻلوان
ॿल्वान	ٻَلوانُ
ॿहिकणु	ٻهڪڻ
ॿह्कणु	ٻهڪڻ
ॿह्राड़ी	ٻهراڙي
ॿह्राड़ीअ	ٻهراڙيءَ
ॿाकारणु	ٻاڪارڻ
ॿाच	ٻاچ
ॿाच्को	ٻاچڪو
ॿाझ	ٻاجھ
ॿाझारो	ٻاجھارو
ॿाझ्री	ٻاجھري
ॿाताइणु	ٻاتائڻ
ॿादी	ٻادي
ॿान्हो	ٻانهو
ॿाफ	ٻاڦ
ॿाफ	ٻاف
ॿार	ٻار
ॿारण	ٻارڻ
ॿारणु	ٻارڻ
ॿारन	ٻارن
ॿारहं	ٻارهان
ॿाराणो	ٻاراڻو
ॿारी	ٻاري
ॿारु	ٻار
ॿार्ड़ो	ٻارڙو
ॿार्हां	ٻارهان
ॿाल	ٻال
ॿालक्	ٻالڪ
ॿालक्पणु	ٻالڪپڻ
ॿालक्पण्`	ٻالَڪِپَڻ
ॿालक्पिणो	ٻالڪپڻ
ॿालो	ٻالو
ॿाहिर	ٻاھِرِ
ॿाहिर	ٻاهر
ॿाहिर	ٻاهِر
ॿाहिरां	ٻاھران
ॿाहिरां	ٻاهِران
ॿाहिरां	ٻهران
ॿाहिरियों	ٻاهريون
ॿाहिर्	ٻاھر
ॿाहिर्	ٻاهر
ॿाहिर्यों	ٻاهرون
ॿाहिर्यों	ٻاهريون
ॿाहिर्यों	ٻاهِريون
ॿांहप	ٻانهپ
ॿांहु	ٻانھ
ॿि	ٻِ
ॿिए	ٻي
ॿिए	ٻئي
ॿिए	ٻِئي
ॿिकी	ٻڪي
ॿिचाप्ड़ाई	ٻچاپڙائي
ॿिचाप्ड़ो	ٻچاپڙو
ॿिचितो	ٻچتو
ॿिचित्यो	ٻچتيو
ॿिज	ٻج
ॿिजु	ٻج
ॿिजु	ٻِجُ
ॿिटो	ٻٽو
ॿिति	ٻٽ
ॿिन	ٻن
ॿिनि	ٻِنِ
ॿिपह्री	ٻپهري
ॿिय	ٻيا
ॿियन	ٻين
ॿियो	ٻيو
ॿिरांघ	ٻرانگھ
ॿिरु	بير
ॿिली	ٻلي
ॿिलो	ٻلو
ॿी	ٻي
ॿी	ٻيِ
ॿीअ	ٻيءَ
ॿीड़ो	ٻِيڙو
ॿीणो	ٻيڻو
ॿीहर्	ٻيھر
ॿुझी	ٻجھي
ॿुटो	ٻٽو
ॿुड़ी	ٻڙي
ॿुॾणु	ٻڏڻ
ॿुॾल	ٻڏل
ॿुॾलु	ٻڏل
ॿुॾल्	ٻڏل
ॿुॾी	ٻڏي
ॿुॾंदड़	ٻڏندڙ
ॿुध	ٻڌ
ॿुधण	ٻڌڻ
ॿुधणु	ٻڌڻ
ॿुधरु	ٻڌر
ॿुधल	ٻڌل
ॿुधाइण	ٻڌائڻ
ॿुधाइणु	ٻُڌائِڻُ
ॿुधाइणु	ٻڌائڻ
ॿुधाइं~उ	ٻڌائڻ
ॿुधाईंदड़	ٻڌائيندڙ
ॿुधी	ٻڌي
ॿुधीमान्	ٻڌيمان
ॿुधु	ٻُڌُ
ॿुधू	ٻڌو
ॿुधो	ٻڌو
ॿुध्वारु	ٻڌوار
ॿुसो	ٻسو
ॿुहारणु	ٻهارڻ
ॿुहारी	ٻھاري
ॿुहारी	ٻهاري
ॿुंभो	ٻنڀو
ॿूचु	ٻوچ
ॿूचु	ٻوُچ
ॿूच्	ٻوچ
ॿूझ्	ٻوُجھ
ॿूटन	ٻوٽن
ॿूटी	ٻوٽي
ॿूटो	ٻوٽو
